Rk,School_trim,Games,Wins,Losses,Win%,SimpleRatingSystem,StrengthOfSchedule,W_conf,L_conf,W_home,L_home,W_away,L_away,Points_made,Points_allowed.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,OER,DER,PosPG,TotPos
354,Wichita State,32,17,15,0.531,6.2,3.66,9,9,8,8,7,4,2272,2191,1300,827,1839,0.45,212,685,0.309,406,567,0.716,312,1163,426,203,129,401,478,105.4390199,101.6799703,67.3375,2154.8
355,William & Mary,33,13,20,0.394,-10.99,-4.19,7,11,11,5,1,14,2219,2320,1325,791,1829,0.432,256,698,0.367,381,559,0.682,330,1095,401,199,67,398,533,104.6401962,109.4029992,64.26060606,2120.6
356,Winthrop,32,15,17,0.469,-6.58,-3.55,10,8,10,4,4,11,2360,2382,1285,787,1671,0.471,283,757,0.374,503,681,0.739,260,993,366,164,98,447,538,110.7773188,111.8099887,66.575,2130.4
357,Wisconsin,31,17,14,0.548,10.64,9.51,9,11,9,6,5,6,2013,1978,1270,737,1778,0.415,252,720,0.35,287,428,0.671,245,968,361,189,45,270,496,101.9653531,100.192483,63.68387097,1974.2
358,Wofford,33,17,16,0.515,-4.85,-3.15,8,10,12,4,4,11,2466,2392,1340,906,1916,0.473,247,748,0.33,407,552,0.737,312,1088,412,188,68,361,468,112.8191051,109.433617,66.23636364,2185.8
359,Wright State,33,18,15,0.545,-2.13,-5.68,10,10,9,6,7,8,2637,2432,1350,1031,2077,0.496,205,574,0.357,370,502,0.737,304,1212,495,207,99,419,514,110.2056169,101.6382481,72.50909091,2392.8
360,Wyoming,31,9,22,0.29,2.59,6.69,4,14,7,8,1,8,2144,2234,1245,740,1680,0.44,268,768,0.349,396,557,0.711,246,994,345,151,79,371,488,105.7303482,110.1686557,65.41290323,2027.8
361,Xavier NCAA,34,25,9,0.735,16.4,9.05,15,5,15,2,7,4,2768,2518,1365,1027,2077,0.494,257,650,0.395,457,640,0.714,359,1280,655,222,108,429,540,115.1893467,104.7856846,70.67647059,2403
362,Yale,29,21,8,0.724,7.89,-2.22,10,4,10,2,8,6,2211,1826,1170,817,1698,0.481,217,599,0.362,360,517,0.696,285,1095,426,183,120,324,504,113.7462702,93.93970573,67.02758621,1943.8
363,Youngstown State,33,24,9,0.727,1.7,-6.2,15,5,14,2,9,6,2721,2396,1345,995,2026,0.491,263,715,0.368,468,602,0.777,341,1170,511,232,89,368,533,118.6241172,104.4554887,69.50909091,2293.8
